428,1.64,0.5
429,1.66,0.59
430,1.68,0.02
431,1.68,0.1
432,1.68,0.12
433,1.68,0.3
434,1.68,0.39
435,1.68,0.48
436,1.68,0.56
437,1.68,0.64
438,1.68,0.69
439,1.93,0.82
440,1.9,0.0
441,1.9,0.07
442,1.9,0.1
443,1.9,0.19
444,1.9,0.3
445,1.9,0.42
446,1.9,0.49
447,1.9,0.58
448,1.9,0.64
449,2.21,0.76
450,2.23,0.0
451,2.23,0.13
452,2.23,0.21
453,2.23,0.34
454,2.23,0.44
455,2.23,0.61
456,2.23,0.72
457,2.23,0.86
458,2.23,1.0
459,2.62,1.12
460,2.63,0.02
461,2.63,0.2
462,2.63,0.24
463,2.63,0.38
464,2.63,0.47
465,2.63,0.64
466,2.63,0.72
467,2.63,0.85
468,2.63,0.98
469,3.26,1.2
470,3.26,0.01
471,3.26,0.2
472,3.26,0.25
473,3.26,0.4
474,3.26,0.54
475,3.26,0.72
476,3.26,0.84
477,3.26,1.0
478,3.26,1.13
479,3.43,1.34
480,3.44,0.03
481,3.44,0.22
482,3.44,0.3
483,3.44,0.49
484,3.44,0.58
485,3.44,0.74
486,3.44,0.9
487,3.44,1.1
488,3.44,1.27
489,4.12,1.53
490,4.11,0.01
491,4.11,0.28
492,4.11,0.37
493,4.11,0.57
494,4.11,0.71
495,4.11,0.96
496,4.11,1.12
497,4.11,1.31
498,4.11,1.46
499,4.65,1.7
500,4.66,0.01
501,4.66,0.35
502,4.66,0.49
503,4.66,0.76
504,4.66,0.96
505,4.66,1.23
506,4.66,1.45
507,4.66,1.69
508,4.66,1.9
509,5.25,2.26
510,5.26,0.03
511,5.26,0.33
512,5.26,0.44
513,5.26,0.72
514,5.26,0.95
515,5.26,1.26
516,5.26,1.51
517,5.26,1.78
518,5.26,2.04
519,6.22,2.44
520,6.22,0.03
521,6.22,0.41
522,6.22,0.53
523,6.22,0.9
524,6.22,1.09
525,6.22,1.41
526,6.22,1.68
527,6.22,1.96
528,6.22,2.16
529,6.76,2.49
530,6.76,0.03
531,6.76,0.44
532,6.76,0.61
533,6.76,0.99
534,6.76,1.23
535,6.76,1.53
536,6.76,1.75
537,6.76,2.01
538,6.76,2.26
539,7.27,2.66
540,7.28,0.02
541,7.28,0.44
542,7.28,0.54
543,7.28,0.92
544,7.28,1.2
545,7.28,1.53
546,7.28,1.77
547,7.28,2.08
548,7.28,2.29
549,7.32,2.71
550,7.32,0.03
551,7.32,0.44
552,7.32,0.6
553,7.32,0.96
554,7.32,1.18
555,7.32,1.5
556,7.32,1.75
557,7.32,2.03
558,7.32,2.26
559,6.99,2.66
560,6.98,0.01
561,6.98,0.38
562,6.98,0.54
563,6.98,0.83
564,6.98,1.06
565,6.98,1.33
566,6.98,1.56
567,6.98,1.83
568,6.98,2.03
569,6.57,2.37
570,6.57,0.03
571,6.57,0.39
572,6.57,0.52
573,6.57,0.8
574,6.57,1.06
575,6.57,1.32
576,6.57,1.5
577,6.57,1.76
578,6.57,1.95
579,6.44,2.31
580,6.46,0.03
581,6.46,0.32
582,6.46,0.42
583,6.46,0.66
584,6.46,0.83
585,6.46,1.06
586,6.46,1.28
587,6.46,1.47
588,6.46,1.63
589,5.57,1.91
590,5.54,0.0
591,5.54,0.24
592,5.54,0.33
593,5.54,0.62
594,5.54,0.77
595,5.54,1.02
596,5.54,1.22
597,5.54,1.4
598,5.54,1.54
599,4.82,1.78
600,4.81,0.01
601,4.81,0.28
602,4.81,0.35
603,4.81,0.48
604,4.81,0.59
605,4.81,0.77
606,4.81,0.93
607,4.81,1.12
608,4.81,1.25
609,3.89,1.36
610,3.91,0.01
611,3.91,0.22
612,3.91,0.32
613,3.91,0.42
614,3.91,0.52
615,3.91,0.66
616,3.91,0.83
617,3.91,0.92
618,3.91,1.03
619,3.43,1.24
620,3.44,0.02
621,3.44,0.1
622,3.44,0.14
623,3.44,0.25
624,3.44,0.35
625,3.44,0.47
626,3.44,0.59
627,3.44,0.75
628,3.44,0.82
629,2.69,0.93
630,2.66,0.01
631,2.66,0.11
632,2.66,0.13
633,2.66,0.27
634,2.66,0.36
635,2.66,0.51
636,2.66,0.61
637,2.66,0.68
638,2.66,0.71
639,2.43,0.83
640,2.44,0.01
641,2.44,0.11
642,2.44,0.16
643,2.44,0.23
644,2.44,0.29
645,2.44,0.36
646,2.44,0.42
647,2.44,0.49
648,2.44,0.56
649,2.04,0.65
650,2.01,0.0
651,2.01,0.1
652,2.01,0.12
653,2.01,0.17
654,2.01,0.24
655,2.01,0.31
656,2.01,0.39
657,2.01,0.44
658,2.01,0.49
659,1.72,0.61
660,1.72,0.0
661,1.72,0.1
662,1.72,0.12
663,1.72,0.24
664,1.72,0.3
665,1.72,0.33
666,1.72,0.4
667,1.72,0.46
668,1.72,0.5
669,1.58,0.6
670,1.57,0.0
671,1.57,0.13
672,1.57,0.18
673,1.57,0.24
674,1.57,0.29
675,1.57,0.36
676,1.57,0.42
677,1.57,0.49
678,1.57,0.59
679,1.84,0.67
680,1.85,0.01
681,1.85,0.18
682,1.85,0.21
683,1.85,0.3
684,1.85,0.35
685,1.85,0.49
686,1.85,0.53
687,1.85,0.62
688,1.85,0.69
689,2.21,0.79
690,2.21,0.0
691,2.21,0.13
692,2.21,0.19
693,2.21,0.27
694,2.21,0.38
695,2.21,0.44
696,2.21,0.56
697,2.21,0.66
698,2.21,0.77
699,2.69,0.87
700,2.7,0.0
701,2.7,0.19
702,2.7,0.24
703,2.7,0.33
704,2.7,0.48
705,2.7,0.67
706,2.7,0.78
707,2.7,0.92
708,2.7,1.03
709,3.1,1.2
710,3.12,0.02
711,3.12,0.17
712,3.12,0.24
713,3.12,0.38
714,3.12,0.47
715,3.12,0.61
716,3.12,0.77
717,3.12,0.93
718,3.12,1.05
719,3.55,1.26
720,3.54,0.02
721,3.54,0.27
722,3.54,0.38
723,3.54,0.55
724,3.54,0.72
725,3.54,0.91
726,3.54,1.08
727,3.54,1.28
728,3.54,1.35
729,4.06,1.62
730,4.07,0.01
731,4.07,0.29
732,4.07,0.37
733,4.07,0.57
734,4.07,0.7
735,4.07,0.9
736,4.07,1.09
737,4.07,1.33
738,4.07,1.45
739,4.5,1.72
740,4.49,0.02
741,4.49,0.3
742,4.49,0.4
743,4.49,0.65
744,4.49,0.86
745,4.49,1.09
746,4.49,1.34
747,4.49,1.57
748,4.49,1.82
749,5.34,2.16
750,5.36,0.02
751,5.36,0.28
752,5.36,0.39
753,5.36,0.66
754,5.36,0.84
755,5.36,1.07
756,5.36,1.24
757,5.36,1.49
758,5.36,1.69
759,5.99,2.01
760,5.99,0.02
761,5.99,0.36
762,5.99,0.44
763,5.99,0.72
764,5.99,0.92
765,5.99,1.26
766,5.99,1.54
767,5.99,1.83
768,5.99,2.06
769,6.76,2.41
770,6.78,0.03
771,6.78,0.46
772,6.78,0.58
773,6.78,0.9
774,6.78,1.13
775,6.78,1.51
776,6.78,1.77
777,6.78,2.08
778,6.78,2.33
779,7.47,2.75
780,7.48,0.03
781,7.48,0.49
782,7.48,0.67
783,7.48,0.98
784,7.48,1.17
785,7.48,1.47
786,7.48,1.76
787,7.48,2.03
788,7.48,2.26
789,7.19,2.64
790,7.19,0.04
791,7.19,0.41
792,7.19,0.57
793,7.19,0.95
794,7.19,1.21
795,7.19,1.51
796,7.19,1.74
797,7.19,2.01
798,7.19,2.23
799,7.14,2.63
800,7.12,0.03
801,7.12,0.43
802,7.12,0.52
803,7.12,0.82
804,7.12,1.02
805,7.12,1.34
806,7.12,1.54
807,7.12,1.84
808,7.12,2.04
809,6.7,2.37
810,6.7,0.0
811,6.7,0.43
812,6.7,0.56
813,6.7,0.87
814,6.7,1.12
815,6.7,1.46
816,6.7,1.67
817,6.7,1.92
818,6.7,2.1
819,6.37,2.46
820,6.39,0.03
821,6.39,0.39
822,6.39,0.53
823,6.39,0.83
824,6.39,1.03
825,6.39,1.27
826,6.39,1.44
827,6.39,1.65
828,6.39,1.85
829,5.74,2.16
830,5.71,0.03
831,5.71,0.27
832,5.71,0.35
833,5.71,0.59
834,5.71,0.79
835,5.71,1.01
836,5.71,1.2
837,5.71,1.42
838,5.71,1.57
839,4.84,1.8
840,4.82,0.02
841,4.82,0.31
842,4.82,0.4
843,4.82,0.65
844,4.82,0.8
845,4.82,1.01
846,4.82,1.2
847,4.82,1.41
848,4.82,1.55
849,4.12,1.7
850,4.11,0.01
851,4.11,0.17
852,4.11,0.25
853,4.11,0.35
854,4.11,0.47
855,4.11,0.64
856,4.11,0.76
857,4.11,0.88
858,4.11,0.98
859,3.29,1.17
860,3.3,0.03
861,3.3,0.16
862,3.3,0.21
863,3.3,0.33
864,3.3,0.39
865,3.3,0.52
866,3.3,0.63
867,3.3,0.74
868,3.3,0.81
869,2.62,0.89
870,2.61,0.02
871,2.61,0.19
872,2.61,0.23
873,2.61,0.37
874,2.61,0.44
875,2.61,0.51
876,2.61,0.58
877,2.61,0.64
878,2.61,0.68
879,2.35,0.85
880,2.35,0.01
881,2.35,0.16
882,2.35,0.22
883,2.35,0.34
884,2.35,0.38
885,2.35,0.47
886,2.35,0.57
887,2.35,0.63
888,2.35,0.72
889,2.05,0.79
890,2.05,0.0
891,2.05,0.08
892,2.05,0.12
893,2.05,0.2
894,2.05,0.29
895,2.05,0.37
896,2.05,0.44
897,2.05,0.49
898,2.05,0.53
899,1.73,0.6
900,1.72,0.01
901,1.72,0.1
902,1.72,0.15
903,1.72,0.22
904,1.72,0.31
905,1.72,0.4
906,1.72,0.49
907,1.72,0.59
908,1.72,0.67
909,1.71,0.73
910,1.71,0.0
911,1.71,0.08
912,1.71,0.08
913,1.71,0.23
914,1.71,0.27
915,1.71,0.4
916,1.71,0.43
917,1.71,0.51
918,1.71,0.53
919,1.79,0.56
920,1.8,0.01
921,1.8,0.13
922,1.8,0.18
923,1.8,0.29
924,1.8,0.33
925,1.8,0.44
926,1.8,0.5
927,1.8,0.58
928,1.8,0.65
929,2.3,0.74
930,2.3,0.01
931,2.3,0.15
932,2.3,0.18
933,2.3,0.32
934,2.3,0.41
935,2.3,0.56
936,2.3,0.68
937,2.3,0.79
938,2.3,0.87
939,2.68,0.99
940,2.68,0.01
941,2.68,0.18
942,2.68,0.25
943,2.68,0.34
944,2.68,0.45
945,2.68,0.56
946,2.68,0.72
947,2.68,0.86
948,2.68,0.99
949,3.11,1.15
950,3.12,0.01
951,3.12,0.25
952,3.12,0.32
953,3.12,0.47
954,3.12,0.6
955,3.12,0.74
956,3.12,0.84
957,3.12,0.97
958,3.12,1.06
959,3.54,1.28
960,3.56,0.01
961,3.56,0.22
962,3.56,0.28
963,3.56,0.47
964,3.56,0.57
965,3.56,0.75
966,3.56,0.96
967,3.56,1.12
968,3.56,1.28
969,3.97,1.44
970,3.97,0.01
971,3.97,0.22
972,3.97,0.28
973,3.97,0.49
974,3.97,0.66
975,3.97,0.88
976,3.97,1.04
977,3.97,1.24
978,3.97,1.39
979,4.62,1.71
980,4.63,0.03
981,4.63,0.34
982,4.63,0.47
983,4.63,0.69
984,4.63,0.86
985,4.63,1.13
986,4.63,1.35
987,4.63,1.58
988,4.63,1.71
989,5.23,2.04
990,5.23,0.03
991,5.23,0.39
992,5.23,0.5
993,5.23,0.8
994,5.23,1.0
995,5.23,1.29
996,5.23,1.54
997,5.23,1.76
998,5.23,1.97
999,5.92,2.28
1000,5.95,0.04
1001,5.95,0.38
1002,5.95,0.55
1003,5.95,0.93
1004,5.95,1.19
1005,5.95,1.45
1006,5.95,1.72
1007,5.95,1.99
1008,5.95,2.24
1009,6.83,2.65
1010,6.81,0.04
1011,6.81,0.48
1012,6.81,0.65
1013,6.81,1.03
1014,6.81,1.24
1015,6.81,1.6
1016,6.81,1.88
1017,6.81,2.16
1018,6.81,2.36
1019,7.24,2.76
1020,7.25,0.04
1021,7.25,0.43
1022,7.25,0.61
1023,7.25,0.97
1024,7.25,1.2
1025,7.25,1.52
1026,7.25,1.79
1027,7.25,2.05
1028,7.25,2.29
1029,7.37,2.69
1030,7.37,0.03
1031,7.37,0.45
1032,7.37,0.56
1033,7.37,0.89
1034,7.37,1.15
1035,7.37,1.47
1036,7.37,1.72
1037,7.37,2.0
1038,7.37,2.22
1039,7.0,2.58
1040,7.0,0.03
1041,7.0,0.39
1042,7.0,0.49
1043,7.0,0.8
1044,7.0,0.99
1045,7.0,1.36
1046,7.0,1.62
1047,7.0,1.94
1048,7.0,2.18
1049,6.82,2.54
1050,6.79,0.01
1051,6.79,0.43
1052,6.79,0.57
1053,6.79,0.81
1054,6.79,1.06
1055,6.79,1.27
1056,6.79,1.54
1057,6.79,1.79
1058,6.79,1.98
1059,6.37,2.31
1060,6.38,0.02
1061,6.38,0.3
1062,6.38,0.41
1063,6.38,0.57
1064,6.38,0.74
1065,6.38,1.02
1066,6.38,1.2
1067,6.38,1.43
1068,6.38,1.62
1069,5.52,1.96
1070,5.53,0.02
1071,5.53,0.29
1072,5.53,0.39
1073,5.53,0.64
1074,5.53,0.82
1075,5.53,1.06
1076,5.53,1.24
1077,5.53,1.49
1078,5.53,1.62
1079,5.04,1.88
1080,5.03,0.04
1081,5.03,0.28
1082,5.03,0.38
1083,5.03,0.57
1084,5.03,0.75
1085,5.03,0.91
1086,5.03,1.1
1087,5.03,1.27
1088,5.03,1.4
1089,4.31,1.58
1090,4.29,0.01
1091,4.29,0.26
1092,4.29,0.31
1093,4.29,0.5
1094,4.29,0.63
1095,4.29,0.84
1096,4.29,0.94
1097,4.29,1.05
1098,4.29,1.18
1099,3.19,1.36
1100,3.18,0.0
1101,3.18,0.18
1102,3.18,0.21
1103,3.18,0.31
1104,3.18,0.42
1105,3.18,0.54
1106,3.18,0.64
1107,3.18,0.73
1108,3.18,0.79
1109,2.68,0.95
1110,2.68,0.0
1111,2.68,0.19
1112,2.68,0.22
1113,2.68,0.31
1114,2.68,0.41
1115,2.68,0.54
1116,2.68,0.64
1117,2.68,0.72
1118,2.68,0.76
1119,2.19,0.87
1120,2.18,0.0
1121,2.18,0.11
1122,2.18,0.17
1123,2.18,0.26
1124,2.18,0.31
1125,2.18,0.41
1126,2.18,0.51
1127,2.18,0.58
1128,2.18,0.61
1129,1.93,0.72
1130,1.92,0.0
1131,1.92,0.09
1132,1.92,0.13
1133,1.92,0.2
1134,1.92,0.24
1135,1.92,0.29
1136,1.92,0.35
1137,1.92,0.39
1138,1.92,0.45
1139,1.71,0.54
1140,1.73,0.0
1141,1.73,0.15
1142,1.73,0.16
1143,1.73,0.23
1144,1.73,0.25
1145,1.73,0.3
1146,1.73,0.35
1147,1.73,0.41
1148,1.73,0.47
1149,1.67,0.55
1150,1.65,0.0
1151,1.65,0.1
1152,1.65,0.13
1153,1.65,0.22
1154,1.65,0.3
1155,1.65,0.41
1156,1.65,0.45
1157,1.65,0.53
1158,1.65,0.58
1159,1.81,0.7
1160,1.81,0.01
1161,1.81,0.14
1162,1.81,0.19
1163,1.81,0.27
1164,1.81,0.35
1165,1.81,0.48
1166,1.81,0.57
1167,1.81,0.67
1168,1.81,0.75
1169,2.18,0.89
1170,2.21,0.03
1171,2.21,0.19
1172,2.21,0.23
1173,2.21,0.38
1174,2.21,0.5
1175,2.21,0.59
1176,2.21,0.66
1177,2.21,0.75
1178,2.21,0.83
1179,2.69,0.97
1180,2.65,0.0
1181,2.65,0.2
1182,2.65,0.26
1183,2.65,0.39
1184,2.65,0.51
1185,2.65,0.6
1186,2.65,0.68
1187,2.65,0.8
1188,2.65,0.84
1189,3.14,1.05
1190,3.16,0.0
1191,3.16,0.22
1192,3.16,0.29
1193,3.16,0.47
1194,3.16,0.52
1195,3.16,0.66
1196,3.16,0.74
1197,3.16,0.84
1198,3.16,0.9
1199,3.55,1.09
1200,3.57,0.01
1201,3.57,0.24
1202,3.57,0.29
1203,3.57,0.49
1204,3.57,0.62
1205,3.57,0.79
1206,3.57,0.98
1207,3.57,1.19
1208,3.57,1.32
1209,4.19,1.59
1210,4.19,0.0
1211,4.19,0.31
1212,4.19,0.45
1213,4.19,0.68
1214,4.19,0.85
1215,4.19,1.07
1216,4.19,1.21
1217,4.19,1.4
1218,4.19,1.56
1219,4.69,1.83
1220,4.69,0.01
1221,4.69,0.32
1222,4.69,0.44
1223,4.69,0.66
1224,4.69,0.86
1225,4.69,1.08
1226,4.69,1.3
1227,4.69,1.51
1228,4.69,1.72
1229,5.26,2.0
1230,5.26,0.04
1231,5.26,0.33
1232,5.26,0.45
1233,5.26,0.73
1234,5.26,0.99
1235,5.26,1.23
1236,5.26,1.5
1237,5.26,1.77
1238,5.26,2.01
1239,6.15,2.36
1240,6.16,0.03
1241,6.16,0.41
1242,6.16,0.53
1243,6.16,0.87
1244,6.16,1.17
1245,6.16,1.49
1246,6.16,1.74
1247,6.16,2.05
1248,6.16,2.32
1249,6.84,2.65
1250,6.85,0.03
1251,6.85,0.4
1252,6.85,0.54
1253,6.85,0.79
1254,6.85,1.02
1255,6.85,1.34
1256,6.85,1.57
1257,6.85,1.88
1258,6.85,2.09
1259,7.31,2.53
1260,7.31,0.03
1261,7.31,0.42
1262,7.31,0.56
1263,7.31,0.88
1264,7.31,1.15
1265,7.31,1.5
1266,7.31,1.78
1267,7.31,2.08
1268,7.31,2.29
1269,7.33,2.63
1270,7.33,0.02
1271,7.33,0.51
1272,7.33,0.68
1273,7.33,1.03
1274,7.33,1.31
1275,7.33,1.63
1276,7.33,1.89
1277,7.33,2.18
1278,7.33,2.42
1279,7.22,2.82
1280,7.24,0.03
1281,7.24,0.45
1282,7.24,0.58
1283,7.24,0.9
1284,7.24,1.12
1285,7.24,1.45
1286,7.24,1.71
1287,7.24,1.96
1288,7.24,2.19
1289,6.84,2.57
1290,6.81,0.02
1291,6.81,0.32
1292,6.81,0.42
1293,6.81,0.67
1294,6.81,0.94
1295,6.81,1.2
1296,6.81,1.43
1297,6.81,1.72
1298,6.81,1.91
1299,6.06,2.23
1300,6.05,0.02
1301,6.05,0.34
1302,6.05,0.48
1303,6.05,0.78
1304,6.05,0.99
1305,6.05,1.26
1306,6.05,1.46
1307,6.05,1.71
1308,6.05,1.89
1309,5.68,2.15
1310,5.69,0.02
1311,5.69,0.3
1312,5.69,0.41
1313,5.69,0.66
1314,5.69,0.86
1315,5.69,1.07
1316,5.69,1.24
1317,5.69,1.42
1318,5.69,1.55
1319,4.83,1.86
1320,4.85,0.03
1321,4.85,0.26
1322,4.85,0.34
1323,4.85,0.61
1324,4.85,0.76
1325,4.85,0.99
1326,4.85,1.06
1327,4.85,1.22
1328,4.85,1.31
1329,4.17,1.49
1330,4.14,0.03
1331,4.14,0.19
1332,4.14,0.28
1333,4.14,0.4
1334,4.14,0.5
1335,4.14,0.61
1336,4.14,0.77
1337,4.14,0.87
1338,4.14,0.98
1339,3.37,1.13
1340,3.36,0.01
1341,3.36,0.21
1342,3.36,0.24
1343,3.36,0.37
1344,3.36,0.44
1345,3.36,0.57
1346,3.36,0.67
1347,3.36,0.8
1348,3.36,0.89
1349,2.77,1.03
1350,2.78,0.03
1351,2.78,0.14
1352,2.78,0.19
1353,2.78,0.32
1354,2.78,0.36
1355,2.78,0.48
1356,2.78,0.59
1357,2.78,0.66
1358,2.78,0.72
1359,2.46,0.83
1360,2.43,0.0
1361,2.43,0.1
1362,2.43,0.12
